Title,Meta Description,Headings (H1),Headings (H2),Paragraphs
Buy Cosmetics Products & Beauty Products Online in India at Best Price | Nykaa,"Buy cosmetics & beauty products online from Nykaa, the online shopping beauty store. Browse makeup, health products & more from top beauty brands. ✔ free shipping* ✔ Cash on Delivery",,,


--- LINKS ---
text,href
"https://images-static.nykaa.com/uploads/0f4e9757-9ea9-4765-8d56-1b2043d2b311.jpeg?tr=cm-pad_resize,w-1200",payday-main-banner,
https://images-static.nykaa.com/uploads/a1d23c53-c5c5-45ca-ad99-73e7c0aabe36.gif,other,
"https://images-static.nykaa.com/uploads/b386979e-066b-4299-9bab-a66ebb6b72b6.jpg?tr=cm-pad_resize,w-150",Makeup,
"https://images-static.nykaa.com/uploads/a1c017c7-a38f-42a7-8521-79486295cdb0.jpg?tr=cm-pad_resize,w-150",Skin,
"https://images-static.nykaa.com/uploads/32342e96-b2d1-4fec-96db-8e94085b7989.jpg?tr=cm-pad_resize,w-150",Hair,
"https://images-static.nykaa.com/uploads/1a2bb8ae-3d46-4081-8890-f4456ebc30e1.jpg?tr=cm-pad_resize,w-150",Bath & Body,
"https://images-static.nykaa.com/uploads/e953d29d-ce7c-4d0b-b1bd-6e7120443c12.jpg?tr=cm-pad_resize,w-150",Nykaa Everyday,
"https://images-static.nykaa.com/uploads/d75f06d3-d108-42fa-a20e-f374d9f268ac.jpg?tr=cm-pad_resize,w-150",Fragrance,
"https://images-static.nykaa.com/uploads/3b7f518c-6978-4975-9168-207e77fed6c9.jpg?tr=cm-pad_resize,w-1200",title strip,
"https://images-static.nykaa.com/uploads/aa30ce9c-81e1-4203-8888-8c5f4f47e405.jpeg?tr=cm-pad_resize,w-500",Kay Beauty,
"https://images-static.nykaa.com/uploads/3cd75a93-ce33-4162-8f05-100ee7faf867.jpeg?tr=cm-pad_resize,w-500",Dot & Key,
"https://images-static.nykaa.com/uploads/7ec6ace5-097e-4b8a-bc68-fda06915c941.jpeg?tr=cm-pad_resize,w-500",Love Beauty & Planet,
"https://images-static.nykaa.com/uploads/2ee198e1-b82c-4cae-880f-ff5c7044cdeb.jpeg?tr=cm-pad_resize,w-500",The Derma Co,
"https://images-static.nykaa.com/uploads/7f3b8cc0-4572-4dc8-a344-295a937039ad.jpeg?tr=cm-pad_resize,w-500",Bioderma,
"https://images-static.nykaa.com/uploads/27a59099-f0ff-4953-9697-526d3bd4249a.jpeg?tr=cm-pad_resize,w-500",Maybelline New York,
"https://images-static.nykaa.com/uploads/a7ddf1d6-36fc-431b-a185-2fd815204ecc.jpg?tr=cm-pad_resize,w-1200",Nykaa_everyday_strip_header,
"https://images-static.nykaa.com/uploads/6d7bf26a-6573-4428-87c6-7451d807732b.jpg?tr=cm-pad_resize,w-300",Lip Essentials,
"https://images-static.nykaa.com/uploads/b5473395-8d10-4c79-95af-bf7de744f242.jpg?tr=cm-pad_resize,w-300",Smoothening Shampoo,
"https://images-static.nykaa.com/uploads/4f6e5f00-f3cd-4394-ae6c-348fce97e666.jpg?tr=cm-pad_resize,w-300",Serums Supersellers,
"https://images-static.nykaa.com/uploads/d1091906-75d4-4d54-84ad-eca59520b4d7.jpg?tr=cm-pad_resize,w-300",Lightweight Foundations,
"https://images-static.nykaa.com/uploads/2171d58a-0dc6-4187-afc5-81f3e1f2c7bb.jpg?tr=cm-pad_resize,w-300",Body Lotions & Moisturizers,
"https://images-static.nykaa.com/uploads/e1270b50-3efa-4379-ba5d-bae76dc884ff.jpg?tr=cm-pad_resize,w-300",Kajal & Eyeliner,
"https://images-static.nykaa.com/uploads/68be0a3b-f541-416b-ae11-af63fcdb342b.jpg?tr=cm-pad_resize,w-1200",title strip,
"https://images-static.nykaa.com/uploads/2af1281c-f1aa-41be-bd63-dfe97a72874f.jpeg?tr=cm-pad_resize,w-300",Cerave,
"https://images-static.nykaa.com/uploads/b548bf9c-d610-4e5d-a2fa-52441cb273e0.jpeg?tr=cm-pad_resize,w-300",M.A.C,
"https://images-static.nykaa.com/uploads/3c5995b7-7d82-4f83-8dbb-72d4b99407d2.jpeg?tr=cm-pad_resize,w-300",Swiss Beauty,
"https://images-static.nykaa.com/uploads/0700df72-24d5-46f7-a94e-84f5b7364856.png?tr=cm-pad_resize,w-300",mise en scene,
"https://images-static.nykaa.com/uploads/6a73f32f-7659-4aee-af43-88b291e10a4e.jpeg?tr=cm-pad_resize,w-300",Earth Rhythm,
"https://images-static.nykaa.com/uploads/75092582-b769-4f99-b7b5-13be9a80f753.jpeg?tr=cm-pad_resize,w-300",MARS,
"https://images-static.nykaa.com/uploads/c9e461e4-f072-4a12-a588-9b090c079fea.jpg?tr=cm-pad_resize,w-1200",title-strip,
