Title,Meta Description,Headings (H1),Headings (H2),Paragraphs
Buy Cosmetics Products & Beauty Products Online in India at Best Price | Nykaa,"Buy cosmetics & beauty products online from Nykaa, the online shopping beauty store. Browse makeup, health products & more from top beauty brands. ✔ free shipping* ✔ Cash on Delivery",,,


--- LINKS ---
text,href
,/?root=logo
categories,/
brands,/
Popular,/
Luxe,/
Only At Nykaa,/
New Launches,/
,
beauty advice,
,https://www.nykaa.com/everyday-essentials-pay-day/c/46907
,
,https://www.nykaa.com/sp/makeup-clp-desktop/makeup?transaction_id=3ae0689ab34378cb755e4b08a096b971
,https://www.nykaa.com/sp/skin-native-desktop/skin?transaction_id=6170194e93fdd4678204d82a9bbede03
,https://www.nykaa.com/sp/hair-clp-desktop/hair?transaction_id=fe6c432cbf030b8d929992b120aba5ec
,https://www.nykaa.com/sp/bath-and-body-desktop/bath-and-body?transaction_id=5ee4f6b9d0ac29584aef1da19833ce4b
,https://www.nykaa.com/sp/everyday-essentials/everyday-essentials?transaction_id=c98a30b96552de826f2ed55205e6fe28
,https://www.nykaa.com/sp/fragrance-native/fragrance-store?transaction_id=649c2edf4be9ab0e01c0fcae1d276ed3
,
,https://www.nykaa.com/brands/kay-beauty/c/11433?transaction_id=ee3346ac7ccf4641e0bc36c8a417315e
,https://www.nykaa.com/brands/dot-key/c/7675?transaction_id=7e8229015f1031bdb85cdc2c1a30ec4a
,https://www.nykaa.com/brands/love-beauty-planet/c/11496?transaction_id=cc70665d6b7c9fb073afa281c7598454
,https://www.nykaa.com/brands/the-derma-co/c/16118?transaction_id=10d196d0781ced54b890a1bb505164af
,https://www.nykaa.com/brands/bioderma/c/980?transaction_id=100a47aa8f372550f7947e6e2d4bf4a0
,https://www.nykaa.com/brands/maybelline-new-york/c/596?transaction_id=ee58c68571bbbeef27ea11cb40b851ef
,https://www.nykaa.com/sp/everyday-essentials/everyday-essentials?transaction_id=cb95dcf36f7ab11ef4cc3741ff779922
,https://www.nykaa.com/makeup/lips/c/15?transaction_id=b64f0bfbaaa6d57e24c7a4d2e2e28a31
,https://www.nykaa.com/hair-care/hair/shampoo/c/316?transaction_id=62f32c3622daabcc9b6563e2fe41cf3f
,https://www.nykaa.com/skin/serums/serums-essence/c/8397?transaction_id=c8b784d9c5828b8710bfa18a9124b3b3
,https://www.nykaa.com/makeup/face/face-foundation/c/228?transaction_id=50724e6429bfae2d37dfbb18e4188be2
,https://www.nykaa.com/bath-body/body-care/body-lotions-moisturizers/c/371?transaction_id=c358e7bc444dc7f063adcb3ee5ce7417
,https://www.nykaa.com/makeup/eyes/c/14?category_filter=240%2C687&dir=desc&id=14&order=popularity&page_no=1&price_range_filter=0-399&ptype=lst&root=nav_2&sort=popularity&transaction_id=7ca8ebb8b7817ff4347aa6076b032127
,
,https://www.nykaa.com/brands/skin1004/c/71540?discount_range_filter=20-%2A&page_no=1&search_redirection=True&sort=popularity&transaction_id=21a3ff9e9644eeac12624582f83f46d9
,https://www.nykaa.com/luxe/brands/mac/c/3899?transaction_id=47e5849d0bbc9a5917930fea92d03165
,https://www.nykaa.com/brands/swiss-beauty/c/8335?transaction_id=435d33dd5756e8ff6508371108c5e80e
,https://www.nykaa.com/brands/mise-en-scene/c/78048?transaction_id=b3329b2139b15fddcf8166ba22523977
,https://www.nykaa.com/brands/earth-rhythm/c/11484?transaction_id=4b8b4568e8e6e530c3647a4306a8a0be
,https://www.nykaa.com/brands/mars/c/22013?transaction_id=562ed0289a7b2cab2acfa34bec8ba456
,http://www.nykaa.com


--- IMAGES ---
src,alt,title
